ViolationPrecinct,datetime_rnd,counts,counts_hat
0,2017-06-23 12:15:00,0,0.153987120665118
0,2017-06-23 12:30:00,0,0.153874202295797
0,2017-06-23 12:45:00,0,0.153425742733586
0,2017-06-23 13:00:00,0,0.107944482352021
0,2017-06-23 13:15:00,0,0.106014631625825
0,2017-06-23 13:30:00,0,0.105270646587365
0,2017-06-23 13:45:00,0,0.104411451909298
0,2017-06-23 14:00:00,0,0.0936451716753932
0,2017-06-23 14:15:00,0,0.0932163432428101
0,2017-06-23 14:30:00,0,0.0930518626589461
0,2017-06-23 14:45:00,0,0.0935212705904699
0,2017-06-23 15:00:00,0,0.219689144791462
0,2017-06-23 15:15:00,0,0.230980443311607
0,2017-06-23 15:30:00,0,0.236108683511937
0,2017-06-23 15:45:00,0,0.241630563782123
0,2017-06-23 16:00:00,0,0.241162411275819
0,2017-06-23 16:15:00,0,0.241645870139791
0,2017-06-23 16:30:00,0,0.24193831938771
0,2017-06-23 16:45:00,0,0.241201472789033
0,2017-06-23 17:00:00,0,0.177515992557104
0,2017-06-23 17:15:00,0,0.173091304815208
0,2017-06-23 17:30:00,0,0.171264287531482
0,2017-06-23 17:45:00,0,0.168900333311502
0,2017-06-23 18:00:00,0,0.11661173057083
0,2017-06-23 18:15:00,0,0.114114991785378
0,2017-06-23 18:30:00,0,0.113118365180606
0,2017-06-23 18:45:00,0,0.111864760318699
0,2017-06-23 19:00:00,0,0.074111202485222
0,2017-06-23 19:15:00,0,0.0729823796891529
0,2017-06-23 19:30:00,0,0.0725572890278346
0,2017-06-23 19:45:00,0,0.0719681636525665
0,2017-06-23 20:00:00,0,0.0363603830059171
0,2017-06-23 20:15:00,0,0.0358470753997781
0,2017-06-23 20:30:00,0,0.0356631236740194
0,2017-06-23 20:45:00,0,0.0354565127240983
0,2017-06-23 21:00:00,0,0.0329208100911111
0,2017-06-23 21:15:00,0,0.0328850804066114
0,2017-06-23 21:30:00,0,0.0328718660151613
0,2017-06-23 21:45:00,0,0.0328746739743696
0,2017-06-23 22:00:00,0,0.0421486575741064
0,2017-06-23 22:15:00,0,0.0423075429641426
0,2017-06-23 22:30:00,0,0.0423609027714872
0,2017-06-23 22:45:00,0,0.0424001692278994
0,2017-06-23 23:00:00,0,0.0334713802322818
0,2017-06-23 23:15:00,0,0.0333542876683891
0,2017-06-23 23:30:00,0,0.0333126256272396
0,2017-06-23 23:45:00,0,0.0333021494842743
0,2017-06-24 00:00:00,0,0.0369505520053957
0,2017-06-24 00:15:00,0,0.0370138525047871
0,2017-06-24 00:30:00,0,0.0370339651237105
0,2017-06-24 00:45:00,0,0.0372524467259572
0,2017-06-24 01:00:00,0,0.104087334317628
0,2017-06-24 01:15:00,0,0.106968444327962
0,2017-06-24 01:30:00,0,0.108138815141897
0,2017-06-24 01:45:00,0,0.108945791947923
0,2017-06-24 02:00:00,0,0.0648047350643482
0,2017-06-24 02:15:00,0,0.0636776334305744
0,2017-06-24 02:30:00,0,0.0632751121920102
0,2017-06-24 02:45:00,0,0.0628640472154178
0,2017-06-24 03:00:00,0,0.0703827497413481
0,2017-06-24 03:15:00,0,0.0705830447514819
0,2017-06-24 03:30:00,0,0.0706539914797896
0,2017-06-24 03:45:00,0,0.0705275892477508
0,2017-06-24 04:00:00,0,0.0332997431480928
0,2017-06-24 04:15:00,0,0.032805219076649
0,2017-06-24 04:30:00,0,0.0326323700924568
0,2017-06-24 04:45:00,0,0.0324129857609769
0,2017-06-24 05:00:00,0,0.0217504674215623
0,2017-06-24 05:15:00,0,0.0216556840764528
0,2017-06-24 05:30:00,0,0.0216225206457568
0,2017-06-24 05:45:00,0,0.0215762988882485
0,2017-06-24 06:00:00,0,0.0158580398641182
0,2017-06-24 06:15:00,0,0.0158214000091311
0,2017-06-24 06:30:00,0,0.015808761811135
0,2017-06-24 06:45:00,0,0.015832701203208
0,2017-06-24 07:00:00,0,0.0464424098850246
0,2017-06-24 07:15:00,0,0.0470173207044141
0,2017-06-24 07:30:00,0,0.0472257498710937
0,2017-06-24 07:45:00,0,0.0476884077937365
0,2017-06-24 08:00:00,0,0.108716276046969
0,2017-06-24 08:15:00,0,0.111449694805683
0,2017-06-24 08:30:00,0,0.112529786858189
0,2017-06-24 08:45:00,0,0.113870681126293
0,2017-06-24 09:00:00,0,0.129169249871356
0,2017-06-24 09:15:00,0,0.130014120418346
0,2017-06-24 09:30:00,0,0.130338584866926
0,2017-06-24 09:45:00,0,0.130951491320723
0,2017-06-24 10:00:00,0,0.158124438210704
0,2017-06-24 10:15:00,0,0.159912423912538
0,2017-06-24 10:30:00,0,0.160647827186951
0,2017-06-24 10:45:00,0,0.160802847047029
0,2017-06-24 11:00:00,0,0.114225721726655
0,2017-06-24 11:15:00,0,0.112112878978636
0,2017-06-24 11:30:00,0,0.111303307830105
0,2017-06-24 11:45:00,0,0.110422593849427
0,2017-06-24 12:00:00,0,0.109397385178213
0,2017-06-24 12:15:00,0,0.109310390565285
0,2017-06-24 12:30:00,0,0.109267896064844
0,2017-06-24 12:45:00,0,0.108955013404002
0,2017-06-24 13:00:00,0,0.0766596186711994
0,2017-06-24 13:15:00,0,0.0756616090098027
0,2017-06-24 13:30:00,0,0.0752921032908075
0,2017-06-24 13:45:00,0,0.0748469774252209
0,2017-06-24 14:00:00,0,0.0672014048448364
0,2017-06-24 14:15:00,0,0.0669824018421865
0,2017-06-24 14:30:00,0,0.0669025351880778
0,2017-06-24 14:45:00,0,0.0673048825212574
0,2017-06-24 15:00:00,0,0.158173092601486
0,2017-06-24 15:15:00,0,0.164140714829001
0,2017-06-24 15:30:00,0,0.166659434744971
0,2017-06-24 15:45:00,0,0.169346562283898
0,2017-06-24 16:00:00,0,0.168306977974633
0,2017-06-24 16:15:00,0,0.168427588682799
0,2017-06-24 16:30:00,0,0.168500459998566
0,2017-06-24 16:45:00,0,0.167887673419259
0,2017-06-24 17:00:00,0,0.123536211624472
0,2017-06-24 17:15:00,0,0.121320217832303
0,2017-06-24 17:30:00,0,0.120452060454352
0,2017-06-24 17:45:00,0,0.119181559986634
0,2017-06-24 18:00:00,0,0.0824130074909042
0,2017-06-24 18:15:00,0,0.0811605392580152
0,2017-06-24 18:30:00,0,0.0806887924398118
0,2017-06-24 18:45:00,0,0.0800208265423714
0,2017-06-24 19:00:00,0,0.0530849478964677
0,2017-06-24 19:15:00,0,0.0524993851842223
0,2017-06-24 19:30:00,0,0.052286810241532
0,2017-06-24 19:45:00,0,0.0519520062689733
0,2017-06-24 20:00:00,0,0.0262675938553325
0,2017-06-24 20:15:00,0,0.025995038665131
0,2017-06-24 20:30:00,0,0.0258999367420583
0,2017-06-24 20:45:00,0,0.0257911329422557
0,2017-06-24 21:00:00,0,0.0239620587004199
0,2017-06-24 21:15:00,0,0.0239433115414714
0,2017-06-24 21:30:00,0,0.0239365986623651
0,2017-06-24 21:45:00,0,0.0239422598974963
0,2017-06-24 22:00:00,0,0.0306963735995876
0,2017-06-24 22:15:00,0,0.0307795948442024
0,2017-06-24 22:30:00,0,0.0308087714806376
0,2017-06-24 22:45:00,0,0.0308257023991508
0,2017-06-24 23:00:00,0,0.0243312026967205
0,2017-06-24 23:15:00,0,0.0242680657237696
0,2017-06-24 23:30:00,0,0.0242461392389682
0,2017-06-24 23:45:00,0,0.0242264645400008
0,2017-06-25 00:00:00,0,0.0240400285624789
0,2017-06-25 00:15:00,0,0.0240396648924448
0,2017-06-25 00:30:00,0,0.0240392166417504
0,2017-06-25 00:45:00,0,0.0241311051453346
0,2017-06-25 01:00:00,0,0.0673514864823259
0,2017-06-25 01:15:00,0,0.0685469668208157
0,2017-06-25 01:30:00,0,0.0689890049203021
0,2017-06-25 01:45:00,0,0.0693000581756164
0,2017-06-25 02:00:00,0,0.04117361255733
0,2017-06-25 02:15:00,0,0.0407133980059905
0,2017-06-25 02:30:00,0,0.0405525944425707
0,2017-06-25 02:45:00,0,0.040389452119009
0,2017-06-25 03:00:00,0,0.0452682619953089
0,2017-06-25 03:15:00,0,0.0453544264396132
0,2017-06-25 03:30:00,0,0.0453840143620442
