datetime_rnd,ViolationCounty,ViolationPrecinct,lon,lat,counts,dow,hour,month,minute,counts_hat
2017-06-23 08:45:00,NY,30,-73.96567486946162,40.78961452137953,3.0,4,8,6,45,2.5646167557932262
2017-06-23 09:00:00,NY,30,-73.96567486946162,40.78961452137953,2.0,4,9,6,0,2.4572192513368982
2017-06-23 09:15:00,NY,30,-73.96567486946162,40.78961452137953,4.0,4,9,6,15,2.4572192513368982
2017-06-23 09:30:00,NY,30,-73.96567486946162,40.78961452137953,2.0,4,9,6,30,2.4572192513368982
2017-06-23 09:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,9,6,45,2.4572192513368982
2017-06-23 10:00:00,NY,30,-73.96567486946162,40.78961452137953,1.0,4,10,6,0,2.7901069518716577
2017-06-23 10:15:00,NY,30,-73.96567486946162,40.78961452137953,2.0,4,10,6,15,2.7901069518716577
2017-06-23 10:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,10,6,30,2.7901069518716577
2017-06-23 10:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,10,6,45,2.7901069518716577
2017-06-23 11:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,11,6,0,2.7996880570409983
2017-06-23 11:15:00,NY,30,-73.96567486946162,40.78961452137953,5.0,4,11,6,15,2.7996880570409983
2017-06-23 11:30:00,NY,30,-73.96567486946162,40.78961452137953,5.0,4,11,6,30,2.7996880570409983
2017-06-23 11:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,11,6,45,2.7996880570409983
2017-06-23 12:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,12,6,0,2.7782976827094474
2017-06-23 12:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,12,6,15,2.7782976827094474
2017-06-23 12:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,12,6,30,2.7782976827094474
2017-06-23 12:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,12,6,45,2.7782976827094474
2017-06-23 13:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,13,6,0,2.8979500891265597
2017-06-23 13:15:00,NY,30,-73.96567486946162,40.78961452137953,1.0,4,13,6,15,2.8979500891265597
2017-06-23 13:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,13,6,30,2.8979500891265597
2017-06-23 13:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,13,6,45,2.8979500891265597
2017-06-23 14:00:00,NY,30,-73.96567486946162,40.78961452137953,1.0,4,14,6,0,2.805704099821747
2017-06-23 14:15:00,NY,30,-73.96567486946162,40.78961452137953,4.0,4,14,6,15,2.805704099821747
2017-06-23 14:30:00,NY,30,-73.96567486946162,40.78961452137953,3.0,4,14,6,30,2.805704099821747
2017-06-23 14:45:00,NY,30,-73.96567486946162,40.78961452137953,2.0,4,14,6,45,2.805704099821747
2017-06-23 15:00:00,NY,30,-73.96567486946162,40.78961452137953,3.0,4,15,6,0,2.853163992869875
2017-06-23 15:15:00,NY,30,-73.96567486946162,40.78961452137953,6.0,4,15,6,15,2.853163992869875
2017-06-23 15:30:00,NY,30,-73.96567486946162,40.78961452137953,8.0,4,15,6,30,2.853163992869875
2017-06-23 15:45:00,NY,30,-73.96567486946162,40.78961452137953,3.0,4,15,6,45,2.853163992869875
2017-06-23 16:00:00,NY,30,-73.96567486946162,40.78961452137953,2.0,4,16,6,0,2.4968805704099823
2017-06-23 16:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,16,6,15,2.4968805704099823
2017-06-23 16:30:00,NY,30,-73.96567486946162,40.78961452137953,1.0,4,16,6,30,2.4968805704099823
2017-06-23 16:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,16,6,45,2.4968805704099823
2017-06-23 17:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,17,6,0,2.5951426024955437
2017-06-23 17:15:00,NY,30,-73.96567486946162,40.78961452137953,1.0,4,17,6,15,2.5951426024955437
2017-06-23 17:30:00,NY,30,-73.96567486946162,40.78961452137953,3.0,4,17,6,30,2.5951426024955437
2017-06-23 17:45:00,NY,30,-73.96567486946162,40.78961452137953,3.0,4,17,6,45,2.5951426024955437
2017-06-23 18:00:00,NY,30,-73.96567486946162,40.78961452137953,1.0,4,18,6,0,2.2217023172905526
2017-06-23 18:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,18,6,15,2.2217023172905526
2017-06-23 18:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,18,6,30,2.2217023172905526
2017-06-23 18:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,18,6,45,2.2217023172905526
2017-06-23 19:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,19,6,0,0.4939839572192513
2017-06-23 19:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,19,6,15,0.4939839572192513
2017-06-23 19:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,19,6,30,0.4939839572192513
2017-06-23 19:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,19,6,45,0.4939839572192513
2017-06-23 20:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,20,6,0,0.8560606060606061
2017-06-23 20:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,20,6,15,0.8560606060606061
2017-06-23 20:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,20,6,30,0.8560606060606061
2017-06-23 20:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,20,6,45,0.8560606060606061
2017-06-23 21:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,21,6,0,1.106060606060606
2017-06-23 21:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,21,6,15,1.106060606060606
2017-06-23 21:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,21,6,30,1.106060606060606
2017-06-23 21:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,21,6,45,1.106060606060606
2017-06-23 22:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,22,6,0,0.7805258467023173
2017-06-23 22:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,22,6,15,0.7805258467023173
2017-06-23 22:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,22,6,30,0.7805258467023173
2017-06-23 22:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,22,6,45,0.7805258467023173
2017-06-23 23:00:00,NY,30,-73.96567486946162,40.78961452137953,1.0,4,23,6,0,0.7130124777183601
2017-06-23 23:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,23,6,15,0.7130124777183601
2017-06-23 23:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,23,6,30,0.7130124777183601
2017-06-23 23:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,4,23,6,45,0.7130124777183601
2017-06-24 00:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,0,6,0,0.9728163992869875
2017-06-24 00:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,0,6,15,0.9728163992869875
2017-06-24 00:30:00,NY,30,-73.96567486946162,40.78961452137953,4.0,5,0,6,30,0.9728163992869875
2017-06-24 00:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,0,6,45,0.9728163992869875
2017-06-24 01:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,1,6,0,0.7524509803921569
2017-06-24 01:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,1,6,15,0.7524509803921569
2017-06-24 01:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,1,6,30,0.7524509803921569
2017-06-24 01:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,1,6,45,0.7524509803921569
2017-06-24 02:00:00,NY,30,-73.96567486946162,40.78961452137953,2.0,5,2,6,0,0.5372103386809269
2017-06-24 02:15:00,NY,30,-73.96567486946162,40.78961452137953,1.0,5,2,6,15,0.5372103386809269
2017-06-24 02:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,2,6,30,0.5372103386809269
2017-06-24 02:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,2,6,45,0.5372103386809269
2017-06-24 03:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,3,6,0,0.36653297682709446
2017-06-24 03:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,3,6,15,0.36653297682709446
2017-06-24 03:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,3,6,30,0.36653297682709446
2017-06-24 03:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,3,6,45,0.36653297682709446
2017-06-24 04:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,4,6,0,0.12433155080213903
2017-06-24 04:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,4,6,15,0.12433155080213903
2017-06-24 04:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,4,6,30,0.12433155080213903
2017-06-24 04:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,4,6,45,0.12433155080213903
2017-06-24 05:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,5,6,0,0.18449197860962566
2017-06-24 05:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,5,6,15,0.18449197860962566
2017-06-24 05:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,5,6,30,0.18449197860962566
2017-06-24 05:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,5,6,45,0.18449197860962566
2017-06-24 06:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,6,6,0,0.7823083778966132
2017-06-24 06:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,6,6,15,0.7823083778966132
2017-06-24 06:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,6,6,30,0.7823083778966132
2017-06-24 06:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,6,6,45,0.7823083778966132
2017-06-24 07:00:00,NY,30,-73.96567486946162,40.78961452137953,3.0,5,7,6,0,2.252005347593583
2017-06-24 07:15:00,NY,30,-73.96567486946162,40.78961452137953,3.0,5,7,6,15,2.252005347593583
2017-06-24 07:30:00,NY,30,-73.96567486946162,40.78961452137953,4.0,5,7,6,30,2.252005347593583
2017-06-24 07:45:00,NY,30,-73.96567486946162,40.78961452137953,10.0,5,7,6,45,2.252005347593583
2017-06-24 08:00:00,NY,30,-73.96567486946162,40.78961452137953,2.0,5,8,6,0,3.060828877005348
2017-06-24 08:15:00,NY,30,-73.96567486946162,40.78961452137953,11.0,5,8,6,15,3.060828877005348
2017-06-24 08:30:00,NY,30,-73.96567486946162,40.78961452137953,11.0,5,8,6,30,3.060828877005348
2017-06-24 08:45:00,NY,30,-73.96567486946162,40.78961452137953,10.0,5,8,6,45,3.060828877005348
2017-06-24 09:00:00,NY,30,-73.96567486946162,40.78961452137953,3.0,5,9,6,0,2.5831105169340463
2017-06-24 09:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,9,6,15,2.5831105169340463
2017-06-24 09:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,9,6,30,2.5831105169340463
2017-06-24 09:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,9,6,45,2.5831105169340463
2017-06-24 10:00:00,NY,30,-73.96567486946162,40.78961452137953,2.0,5,10,6,0,2.3894830659536543
2017-06-24 10:15:00,NY,30,-73.96567486946162,40.78961452137953,6.0,5,10,6,15,2.3894830659536543
2017-06-24 10:30:00,NY,30,-73.96567486946162,40.78961452137953,3.0,5,10,6,30,2.3894830659536543
2017-06-24 10:45:00,NY,30,-73.96567486946162,40.78961452137953,1.0,5,10,6,45,2.3894830659536543
